"País de nacimiento Agresor","Suicidio","Convivencia","Denuncia agresor","Tramo de edad Agresor","Tramo de edad Víctima","Comunidad autónoma","Pareja - Expareja","Año","Mes","Número de mujeres víctimas mortales","Número de hijos e hijas menores huérfanos"
"España","Suicidio consumado","Sí","Había denuncia","51-60 años","51-60 años","Andalucía","Pareja","Año 2015","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","Había denuncia","51-60 años","51-60 años","Castilla y León","Pareja en fase de separación","Año 2016","Octubre","1.0","0.0"
"España","Suicidio consumado","Sí","Había denuncia","51-60 años","51-60 años","Castilla y León","Pareja en fase de separación","Año 2016","Noviembre","1.0","0.0"
"España","Suicidio consumado","Sí","Había denuncia","51-60 años","51-60 años","Comunitat Valenciana","Pareja","Año 2014","Enero","1.0","0.0"
"España","Suicidio consumado","Sí","Había denuncia","61-70 años","51-60 años","Galicia","Pareja en fase de separación","Año 2012","Noviembre","1.0","0.0"
"España","Suicidio consumado","Sí","Había denuncia","61-70 años","61-70 años","Comunitat Valenciana","Pareja en fase de separación","Año 2015","Enero","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","21-30 años","21-30 años","Andalucía","Pareja","Año 2005","Enero","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","41-50 años","31-40 años","Andalucía","Pareja","Año 2003","Noviembre","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","41-50 años","31-40 años","Castilla y León","Pareja","Año 2005","Agosto","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","41-50 años","31-40 años","Comunitat Valenciana","Pareja en fase de separación","Año 2005","Noviembre","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","41-50 años","41-50 años","Canarias","Pareja","Año 2005","Junio","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","51-60 años","31-40 años","Andalucía","Pareja","Año 2003","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","51-60 años","31-40 años","Cataluña","Pareja","Año 2003","Enero","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","51-60 años","41-50 años","Andalucía","Pareja","Año 2003","Noviembre","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","51-60 años","41-50 años","Comunitat Valenciana","Pareja en fase de separación","Año 2003","Noviembre","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","61-70 años","51-60 años","Canarias","Pareja","Año 2004","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","71-84 años","71-84 años","Andalucía","Pareja","Año 2003","Enero","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","71-84 años","71-84 años","Andalucía","Pareja","Año 2004","Abril","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","71-84 años","71-84 años","Andalucía","Pareja","Año 2004","Septiembre","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","71-84 años","71-84 años","Andalucía","Pareja","Año 2005","Febrero","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","No consta","21-30 años","Región de Murcia","Pareja","Año 2003","Marzo","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","No consta","31-40 años","Galicia","Pareja","Año 2003","Mayo","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","No consta","41-50 años","Illes Balears","Pareja","Año 2003","Julio","1.0","0.0"
"España","Suicidio consumado","Sí","No consta denuncia","No consta","71-84 años","Aragón","Pareja","Año 2005","Enero","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","18-20 años","18-20 años","Andalucía","Expareja","Año 2006","Agosto","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","21-30 años","18-20 años","Galicia","Expareja","Año 2011","Mayo","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","21-30 años","21-30 años","Andalucía","Pareja","Año 2018","Mayo","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","31-40 años","<16 años","Castilla-La Mancha","Expareja","Año 2012","Octubre","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","31-40 años","31-40 años","Andalucía","Expareja","Año 2006","Abril","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","31-40 años","31-40 años","Andalucía","Pareja","Año 2008","Octubre","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","31-40 años","31-40 años","Andalucía","Pareja en fase de separación","Año 2009","Febrero","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","31-40 años","31-40 años","Aragón","Expareja","Año 2006","Enero","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","31-40 años","31-40 años","Illes Balears","Expareja","Año 2020","Octubre","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","31-40 años","31-40 años","Galicia","Expareja","Año 2011","Diciembre","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","21-30 años","Cataluña","Expareja","Año 2020","Enero","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","31-40 años","Castilla-La Mancha","Expareja","Año 2007","Enero","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","31-40 años","Cataluña","Expareja","Año 2016","Abril","1.0","1.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","31-40 años","Comunitat Valenciana","Expareja","Año 2013","Enero","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","31-40 años","Región de Murcia","Pareja","Año 2017","Mayo","1.0","1.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","41-50 años","Aragón","Pareja","Año 2019","Enero","1.0","1.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","41-50 años","Illes Balears","Pareja en fase de separación","Año 2014","Junio","1.0","2.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","41-50 años","Castilla-La Mancha","Expareja","Año 2022","Marzo","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","41-50 años","Castilla-La Mancha","Expareja","Año 2022","Mayo","1.0","1.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","41-50 años","Cataluña","Pareja","Año 2007","Marzo","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","41-50 años","Región de Murcia","Expareja","Año 2017","Agosto","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","41-50 años","País Vasco","Expareja","Año 2023","Mayo","1.0","1.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","51-60 años","Andalucía","Expareja","Año 2013","Mayo","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","41-50 años","51-60 años","Galicia","Expareja","Año 2017","Febrero","1.0","1.0"
"España","Suicidio consumado","No","No había denuncia","51-60 años","31-40 años","Comunitat Valenciana","Expareja","Año 2023","Julio","1.0","3.0"
"España","Suicidio consumado","No","No había denuncia","51-60 años","41-50 años","Andalucía","Pareja en fase de separación","Año 2015","Agosto","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","51-60 años","41-50 años","Galicia","Pareja en fase de separación","Año 2018","Junio","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","51-60 años","51-60 años","Canarias","Expareja","Año 2019","Agosto","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","51-60 años","51-60 años","Castilla y León","Expareja","Año 2008","Febrero","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","51-60 años","51-60 años","Castilla y León","Pareja","Año 2010","Marzo","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","61-70 años","51-60 años","Andalucía","Pareja en fase de separación","Año 2010","Julio","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","61-70 años","51-60 años","Comunitat Valenciana","Expareja","Año 2023","Agosto","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","61-70 años","51-60 años","Comunidad de Madrid","Expareja","Año 2021","Junio","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","61-70 años","61-70 años","Andalucía","Expareja","Año 2013","Noviembre","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","71-84 años","41-50 años","Región de Murcia","Expareja","Año 2008","Noviembre","1.0","0.0"
"España","Suicidio consumado","No","No había denuncia","No consta","21-30 años","Andalucía","Expareja","Año 2006","Enero","1.0","0.0"
"España","Suicidio consumado","No","Había denuncia","21-30 años","18-20 años","Comunitat Valenciana","Expareja","Año 2017","Diciembre","1.0","0.0"
"España","Suicidio consumado","No","Había denuncia","31-40 años","21-30 años","Castilla-La Mancha","Expareja","Año 2013","Febrero","1.0","1.0"
"España","Suicidio consumado","No","Había denuncia","31-40 años","21-30 años","Comunitat Valenciana","Expareja","Año 2017","Noviembre","1.0","1.0"
"España","Suicidio consumado","No","Había denuncia","31-40 años","31-40 años","Canarias","Expareja","Año 2009","Mayo","1.0","0.0"
"España","Suicidio consumado","No","Había denuncia","31-40 años","31-40 años","Castilla-La Mancha","Expareja","Año 2008","Abril","1.0","0.0"
"España","Suicidio consumado","No","Había denuncia","31-40 años","31-40 años","Cataluña","Pareja en fase de separación","Año 2008","Diciembre","1.0","0.0"
"España","Suicidio consumado","No","Había denuncia","41-50 años","31-40 años","Aragón","Expareja","Año 2016","Febrero","1.0","1.0"
"España","Suicidio consumado","No","Había denuncia","41-50 años","41-50 años","Andalucía","Pareja en fase de separación","Año 2008","Octubre","1.0","0.0"
"España","Suicidio consumado","No","Había denuncia","41-50 años","41-50 años","Canarias","Expareja","Año 2012","Julio","1.0","0.0"
"España","Suicidio consumado","No","Había denuncia","41-50 años","41-50 años","Cataluña","Expareja","Año 2014","Noviembre","1.0","3.0"
"España","Suicidio consumado","No","Había denuncia","41-50 años","41-50 años","Galicia","Expareja","Año 2012","Diciembre","1.0","0.0"
"España","Suicidio consumado","No","Había denuncia","41-50 años","41-50 años","Galicia","Expareja","Año 2023","Junio","1.0","0.0"
"España","Suicidio consumado","No","Había denuncia","41-50 años","41-50 años","Galicia","Pareja en fase de separación","Año 2019","Julio","1.0","0.0"
"España","Suicidio consumado","No","Había denuncia","51-60 años","41-50 años","Cataluña","Pareja en fase de separación","Año 2018","Octubre","1.0","0.0"
"España","Suicidio consumado","No","Había denuncia","51-60 años","51-60 años","Castilla y León","Pareja en fase de separación","Año 2014","Junio","1.0","0.0"
"España","Suicidio consumado","No","No consta denuncia","18-20 años","<16 años","Cataluña","Pareja","Año 2004","Mayo","1.0","0.0"
"España","Suicidio consumado","No","No consta denuncia","21-30 años","18-20 años","Andalucía","Pareja","Año 2004","Mayo","1.0","0.0"
"España","Suicidio consumado","No","No consta denuncia","21-30 años","21-30 años","Comunidad Foral de Navarra","Expareja","Año 2005","Febrero","1.0","0.0"
"España","Suicidio consumado","No","No consta denuncia","31-40 años","21-30 años","Comunitat Valenciana","Expareja","Año 2003","Septiembre","1.0","0.0"
"España","Suicidio consumado","No","No consta denuncia","41-50 años","31-40 años","Canarias","Expareja","Año 2005","Septiembre","1.0","0.0"
"España","Suicidio consumado","No","No consta denuncia","51-60 años","51-60 años","Castilla-La Mancha","Expareja","Año 2005","Enero","1.0","0.0"
"España","Suicidio consumado","No","No consta denuncia","61-70 años","51-60 años","Comunidad Foral de Navarra","Expareja","Año 2004","Junio","1.0","0.0"
"España","Suicidio consumado","No","No consta denuncia","No consta","21-30 años","Andalucía","Expareja","Año 2003","Noviembre","1.0","0.0"
"España","Suicidio consumado","No","No consta denuncia","No consta","41-50 años","Castilla y León","Expareja","Año 2003","Junio","1.0","0.0"
"España","Suicidio consumado","No consta","No había denuncia","41-50 años","31-40 años","Canarias","Pareja en fase de separación","Año 2019","Mayo","1.0","1.0"
"España","Suicidio consumado","No consta","No había denuncia","41-50 años","41-50 años","Canarias","Expareja","Año 2019","Septiembre","1.0","0.0"
"España","Suicidio consumado","No consta","No había denuncia","51-60 años","41-50 años","Andalucía","Expareja","Año 2021","Julio","1.0","0.0"
"España","Suicidio consumado","No consta","No había denuncia","51-60 años","41-50 años","Andalucía","Pareja","Año 2020","Febrero","1.0","2.0"
"España","Suicidio consumado","No consta","No había denuncia","61-70 años","41-50 años","Andalucía","Pareja","Año 2019","Julio","1.0","0.0"
"España","Suicidio consumado","No consta","Había denuncia","51-60 años","51-60 años","Comunitat Valenciana","Pareja en fase de separación","Año 2021","Mayo","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","21-30 años","21-30 años","Cataluña","Pareja en fase de separación","Año 2020","Enero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","21-30 años","21-30 años","Comunitat Valenciana","Pareja en fase de separación","Año 2022","Octubre","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","31-40 años","21-30 años","Cataluña","Pareja","Año 2006","Octubre","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","31-40 años","31-40 años","Andalucía","Pareja","Año 2010","Junio","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","31-40 años","31-40 años","Andalucía","Pareja en fase de separación","Año 2006","Febrero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","31-40 años","31-40 años","Andalucía","Pareja en fase de separación","Año 2017","Abril","1.0","1.0"
"España","Tentativa no consumada","Sí","No había denuncia","31-40 años","31-40 años","Castilla-La Mancha","Pareja","Año 2017","Diciembre","1.0","3.0"
"España","Tentativa no consumada","Sí","No había denuncia","31-40 años","31-40 años","Cataluña","Pareja","Año 2010","Marzo","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","31-40 años","41-50 años","Cantabria","Pareja","Año 2007","Mayo","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","31-40 años","41-50 años","Cataluña","Pareja","Año 2010","Diciembre","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","31-40 años","41-50 años","Cataluña","Pareja","Año 2019","Abril","1.0","1.0"
"España","Tentativa no consumada","Sí","No había denuncia","41-50 años","21-30 años","Comunitat Valenciana","Pareja en fase de separación","Año 2011","Abril","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","41-50 años","31-40 años","Andalucía","Pareja en fase de separación","Año 2021","Noviembre","1.0","3.0"
"España","Tentativa no consumada","Sí","No había denuncia","41-50 años","31-40 años","Castilla-La Mancha","Pareja","Año 2013","Noviembre","1.0","2.0"
"España","Tentativa no consumada","Sí","No había denuncia","41-50 años","41-50 años","Andalucía","Pareja","Año 2014","Abril","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","41-50 años","41-50 años","Principado de Asturias","Pareja","Año 2016","Enero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","41-50 años","41-50 años","Castilla y León","Pareja","Año 2023","Enero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","41-50 años","41-50 años","Castilla-La Mancha","Pareja","Año 2011","Enero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","41-50 años","41-50 años","Comunitat Valenciana","Pareja","Año 2013","Septiembre","1.0","1.0"
"España","Tentativa no consumada","Sí","No había denuncia","41-50 años","51-60 años","Illes Balears","Pareja","Año 2016","Noviembre","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","21-30 años","Castilla-La Mancha","Pareja","Año 2013","Enero","1.0","3.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","31-40 años","Canarias","Pareja","Año 2011","Septiembre","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","41-50 años","Andalucía","Pareja","Año 2022","Mayo","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","41-50 años","Andalucía","Pareja en fase de separación","Año 2015","Noviembre","1.0","1.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","41-50 años","Aragón","Pareja","Año 2013","Abril","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","41-50 años","Canarias","Pareja","Año 2010","Julio","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","41-50 años","Cataluña","Pareja","Año 2007","Julio","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","51-60 años","Andalucía","Pareja","Año 2014","Septiembre","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","51-60 años","Canarias","Pareja","Año 2007","Agosto","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","51-60 años","Castilla y León","Pareja en fase de separación","Año 2021","Junio","1.0","1.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","51-60 años","Cataluña","Pareja","Año 2022","Febrero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","51-60 años","Galicia","Pareja","Año 2017","Enero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","51-60 años","Comunidad de Madrid","Pareja","Año 2017","Mayo","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","51-60 años","51-60 años","País Vasco","Pareja","Año 2020","Marzo","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","61-70 años","41-50 años","Canarias","Pareja","Año 2018","Junio","1.0","2.0"
"España","Tentativa no consumada","Sí","No había denuncia","61-70 años","51-60 años","Principado de Asturias","Pareja","Año 2012","Junio","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","61-70 años","51-60 años","Galicia","Pareja","Año 2020","Diciembre","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","61-70 años","61-70 años","Andalucía","Pareja en fase de separación","Año 2020","Marzo","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","61-70 años","61-70 años","País Vasco","Pareja","Año 2008","Agosto","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","61-70 años","Comunitat Valenciana","Pareja","Año 2006","Octubre","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","61-70 años","Comunitat Valenciana","Pareja","Año 2016","Febrero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","61-70 años","Galicia","Pareja","Año 2015","Mayo","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","61-70 años","Comunidad de Madrid","Pareja","Año 2013","Abril","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","61-70 años","País Vasco","Pareja","Año 2007","Marzo","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","71-84 años","Andalucía","Pareja","Año 2007","Mayo","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","71-84 años","Andalucía","Pareja","Año 2010","Octubre","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","71-84 años","Castilla y León","Pareja","Año 2023","Abril","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","71-84 años","Cataluña","Pareja","Año 2012","Diciembre","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","71-84 años","Cataluña","Pareja","Año 2017","Febrero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","71-84 años","Cataluña","Pareja","Año 2018","Agosto","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","71-84 años","Extremadura","Pareja","Año 2012","Enero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","71-84 años","Galicia","Pareja","Año 2007","Febrero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","71-84 años","Comunidad de Madrid","Pareja","Año 2010","Noviembre","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","71-84 años","Comunidad de Madrid","Pareja","Año 2020","Febrero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia","71-84 años","71-84 años","Comunidad de Madrid","Pareja","Año 2021","Enero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia",">=85 años","61-70 años","Comunidad de Madrid","Pareja en fase de separación","Año 2012","Abril","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia",">=85 años","71-84 años","Comunitat Valenciana","Pareja","Año 2006","Noviembre","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia",">=85 años",">=85 años","Castilla-La Mancha","Pareja","Año 2018","Enero","1.0","0.0"
"España","Tentativa no consumada","Sí","No había denuncia",">=85 años",">=85 años","Extremadura","Pareja","Año 2017","Febrero","1.0","0.0"
"España","Tentativa no consumada","Sí","Había denuncia","21-30 años","21-30 años","Andalucía","Pareja","Año 2009","Febrero","1.0","0.0"
"España","Tentativa no consumada","Sí","Había denuncia","41-50 años","41-50 años","Andalucía","Pareja","Año 2013","Marzo","1.0","0.0"
"España","Tentativa no consumada","Sí","Había denuncia","41-50 años","41-50 años","Comunitat Valenciana","Pareja","Año 2016","Abril","1.0","1.0"
"España","Tentativa no consumada","Sí","Había denuncia","51-60 años","41-50 años","Andalucía","Pareja","Año 2022","Mayo","1.0","1.0"
"España","Tentativa no consumada","Sí","Había denuncia","51-60 años","51-60 años","Andalucía","Pareja","Año 2006","Agosto","1.0","0.0"
"España","Tentativa no consumada","Sí","Había denuncia","61-70 años","51-60 años","Extremadura","Pareja","Año 2009","Abril","1.0","0.0"
"España","Tentativa no consumada","Sí","No consta denuncia","21-30 años","21-30 años","Andalucía","Pareja en fase de separación","Año 2004","Febrero","1.0","0.0"
"España","Tentativa no consumada","Sí","No consta denuncia","31-40 años","31-40 años","Cantabria","Pareja","Año 2003","Julio","1.0","0.0"
"España","Tentativa no consumada","Sí","No consta denuncia","31-40 años","31-40 años","Galicia","Pareja","Año 2003","Junio","1.0","0.0"
"España","Tentativa no consumada","Sí","No consta denuncia","31-40 años","No consta","Cataluña","Pareja","Año 2003","Julio","1.0","0.0"
"España","Tentativa no consumada","Sí","No consta denuncia","41-50 años","41-50 años","Andalucía","Pareja","Año 2003","Septiembre","1.0","0.0"
"España","Tentativa no consumada","Sí","No consta denuncia","51-60 años","41-50 años","Comunidad de Madrid","Pareja","Año 2003","Agosto","1.0","0.0"
"España","Tentativa no consumada","Sí","No consta denuncia","51-60 años","51-60 años","Illes Balears","Pareja","Año 2003","Agosto","1.0","0.0"
"España","Tentativa no consumada","Sí","No consta denuncia","61-70 años","51-60 años","Aragón","Pareja","Año 2004","Mayo","1.0","0.0"
"España","Tentativa no consumada","Sí","No consta denuncia","71-84 años","71-84 años","Castilla-La Mancha","Pareja","Año 2005","Junio","1.0","0.0"
"España","Tentativa no consumada","Sí","No consta denuncia","No consta","51-60 años","Illes Balears","Pareja","Año 2003","Agosto","1.0","0.0"
"España","Tentativa no consumada","Sí","No consta denuncia","No consta","71-84 años","Aragón","Pareja","Año 2005","Noviembre","1.0","0.0"
"España","Tentativa no consumada","Sí","No consta denuncia","No consta","No consta","Castilla-La Mancha","Pareja","Año 2004","Abril","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","18-20 años","16-17 años","Región de Murcia","Expareja","Año 2022","Febrero","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","21-30 años","18-20 años","Castilla y León","Pareja","Año 2013","Mayo","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","21-30 años","31-40 años","Andalucía","Expareja","Año 2017","Enero","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","31-40 años","21-30 años","Andalucía","Expareja","Año 2013","Julio","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","31-40 años","21-30 años","Comunitat Valenciana","Pareja","Año 2021","Diciembre","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","31-40 años","21-30 años","Galicia","Pareja en fase de separación","Año 2016","Diciembre","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","31-40 años","31-40 años","Illes Balears","Expareja","Año 2015","Julio","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","31-40 años","31-40 años","Cataluña","Expareja","Año 2006","Marzo","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","31-40 años","31-40 años","Cataluña","Expareja","Año 2008","Mayo","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","31-40 años","31-40 años","Cataluña","Expareja","Año 2021","Abril","1.0","2.0"
"España","Tentativa no consumada","No","No había denuncia","31-40 años","31-40 años","Comunitat Valenciana","Pareja","Año 2012","Septiembre","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","31-40 años","31-40 años","País Vasco","Pareja en fase de separación","Año 2015","Agosto","1.0","2.0"
"España","Tentativa no consumada","No","No había denuncia","31-40 años","41-50 años","Canarias","Pareja en fase de separación","Año 2017","Abril","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","41-50 años","21-30 años","Principado de Asturias","Expareja","Año 2006","Julio","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","41-50 años","31-40 años","Castilla y León","Expareja","Año 2007","Enero","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","41-50 años","41-50 años","Andalucía","Expareja","Año 2014","Marzo","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","41-50 años","41-50 años","Illes Balears","Expareja","Año 2013","Febrero","1.0","1.0"
"España","Tentativa no consumada","No","No había denuncia","41-50 años","41-50 años","Comunitat Valenciana","Pareja","Año 2012","Febrero","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","41-50 años","41-50 años","Comunitat Valenciana","Pareja","Año 2015","Septiembre","1.0","2.0"
"España","Tentativa no consumada","No","No había denuncia","41-50 años","41-50 años","País Vasco","Expareja","Año 2018","Abril","1.0","2.0"
"España","Tentativa no consumada","No","No había denuncia","51-60 años","31-40 años","Cataluña","Pareja en fase de separación","Año 2011","Noviembre","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","51-60 años","41-50 años","Andalucía","Pareja en fase de separación","Año 2018","Junio","1.0","1.0"
"España","Tentativa no consumada","No","No había denuncia","51-60 años","51-60 años","Canarias","Pareja en fase de separación","Año 2009","Junio","1.0","0.0"
"España","Tentativa no consumada","No","No había denuncia","71-84 años","51-60 años","Andalucía","Expareja","Año 2010","Abril","1.0","0.0"
"España","Tentativa no consumada","No","Había denuncia","21-30 años","21-30 años","Comunitat Valenciana","Expareja","Año 2010","Diciembre","1.0","0.0"
"España","Tentativa no consumada","No","Había denuncia","31-40 años","21-30 años","Cataluña","Pareja","Año 2017","Diciembre","1.0","1.0"
"España","Tentativa no consumada","No","Había denuncia","31-40 años","31-40 años","Aragón","Expareja","Año 2021","Mayo","1.0","1.0"
"España","Tentativa no consumada","No","Había denuncia","41-50 años","31-40 años","Comunitat Valenciana","Expareja","Año 2010","Septiembre","1.0","0.0"
"España","Tentativa no consumada","No","Había denuncia","41-50 años","41-50 años","Castilla y León","Pareja en fase de separación","Año 2010","Septiembre","1.0","0.0"
"España","Tentativa no consumada","No","Había denuncia","41-50 años","41-50 años","Castilla-La Mancha","Expareja","Año 2022","Abril","1.0","2.0"
"España","Tentativa no consumada","No","Había denuncia","41-50 años","41-50 años","Comunitat Valenciana","Expareja","Año 2015","Mayo","1.0","0.0"
"España","Tentativa no consumada","No","No consta denuncia","41-50 años","41-50 años","Canarias","Expareja","Año 2005","Mayo","1.0","0.0"
"España","Tentativa no consumada","No","No consta denuncia","No consta","41-50 años","Andalucía","Expareja","Año 2004","Agosto","1.0","0.0"
"España","Tentativa no consumada","No consta","No había denuncia","71-84 años","71-84 años","Canarias","Pareja","Año 2022","Mayo","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","18-20 años","Comunitat Valenciana","Pareja en fase de separación","Año 2009","Mayo","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","18-20 años","Comunidad de Madrid","Pareja","Año 2011","Abril","1.0","0.0"
"Otro país","No hubo tentativa","Sí","No había denuncia","21-30 años","21-30 años","Andalucía","Pareja","Año 2007","Mayo","1.0","0.0"
