,pais_nac_agresor,suicidio,convivencia,edad_agresor,edad_victima,comunidad_autonoma,estado,año,mes,n_victimas_mortales,hijos_huerfanos
481,España,No hubo tentativa,No,41-50 años,51-60 años,Cataluña,Expareja,2003,Junio,1.0,0.0
482,España,No hubo tentativa,No,41-50 años,No consta,Comunitat Valenciana,Expareja,2004,Abril,1.0,0.0
483,España,No hubo tentativa,No,51-60 años,41-50 años,Cataluña,Expareja,2005,Octubre,1.0,0.0
484,España,No hubo tentativa,No,No consta,18-20 años,Andalucía,Pareja,2005,Septiembre,1.0,0.0
485,España,No hubo tentativa,No,No consta,21-30 años,Andalucía,Expareja,2003,Marzo,1.0,0.0
486,España,No hubo tentativa,No,No consta,21-30 años,Castilla y León,Pareja,2005,Mayo,1.0,0.0
487,España,No hubo tentativa,No,No consta,21-30 años,Cataluña,Expareja,2005,Noviembre,1.0,0.0
488,España,No hubo tentativa,No,No consta,31-40 años,Andalucía,Expareja,2003,Marzo,1.0,0.0
489,España,No hubo tentativa,No,No consta,31-40 años,Andalucía,Expareja,2004,Octubre,1.0,0.0
490,España,No hubo tentativa,No,No consta,31-40 años,Cataluña,Expareja,2003,Enero,1.0,0.0
491,España,No hubo tentativa,No,No consta,31-40 años,Galicia,Expareja,2003,Julio,1.0,0.0
492,España,No hubo tentativa,No,No consta,31-40 años,Galicia,Pareja,2004,Diciembre,1.0,0.0
493,España,No hubo tentativa,No,No consta,31-40 años,País Vasco,Expareja,2005,Enero,1.0,0.0
494,España,No hubo tentativa,No,No consta,41-50 años,Comunitat Valenciana,Expareja,2004,Noviembre,1.0,0.0
495,España,No hubo tentativa,No,No consta,41-50 años,Región de Murcia,Expareja,2005,Enero,1.0,0.0
496,España,No hubo tentativa,No,No consta,51-60 años,Castilla y León,Expareja,2003,Noviembre,1.0,0.0
497,España,No hubo tentativa,No,No consta,No consta,Región de Murcia,Pareja,2004,Diciembre,1.0,0.0
498,España,No hubo tentativa,No consta,21-30 años,31-40 años,Andalucía,Pareja,2020,Febrero,1.0,1.0
499,España,No hubo tentativa,No consta,31-40 años,31-40 años,Andalucía,Pareja,2021,Junio,1.0,0.0
500,España,No hubo tentativa,No consta,31-40 años,41-50 años,Andalucía,Pareja,2023,Enero,1.0,1.0
501,España,No hubo tentativa,No consta,41-50 años,41-50 años,Andalucía,Pareja,2009,Marzo,1.0,0.0
502,España,No hubo tentativa,No consta,41-50 años,41-50 años,Principado de Asturias,Expareja,2020,Febrero,1.0,0.0
503,España,No hubo tentativa,No consta,51-60 años,41-50 años,Castilla-La Mancha,Pareja,2017,Febrero,1.0,0.0
504,España,No hubo tentativa,No consta,61-70 años,51-60 años,Castilla y León,Pareja en fase de separación,2018,Julio,1.0,0.0
505,España,No hubo tentativa,No consta,71-84 años,61-70 años,Comunitat Valenciana,Pareja,2022,Septiembre,1.0,0.0
506,España,No hubo tentativa,No consta,71-84 años,71-84 años,Andalucía,Pareja en fase de separación,2019,Agosto,1.0,0.0
507,España,No hubo tentativa,No consta,31-40 años,31-40 años,Andalucía,Pareja,2019,Junio,1.0,1.0
508,España,Suicidio consumado,Sí,21-30 años,21-30 años,Canarias,Pareja en fase de separación,2007,Mayo,1.0,0.0
509,España,Suicidio consumado,Sí,21-30 años,31-40 años,Comunitat Valenciana,Pareja,2006,Octubre,1.0,0.0
510,España,Suicidio consumado,Sí,31-40 años,21-30 años,Canarias,Pareja,2008,Diciembre,1.0,0.0
511,España,Suicidio consumado,Sí,31-40 años,21-30 años,Castilla-La Mancha,Pareja,2017,Febrero,1.0,0.0
512,España,Suicidio consumado,Sí,31-40 años,31-40 años,Canarias,Pareja,2006,Agosto,1.0,0.0
513,España,Suicidio consumado,Sí,31-40 años,31-40 años,Cataluña,Pareja,2012,Enero,1.0,0.0
514,España,Suicidio consumado,Sí,31-40 años,31-40 años,Comunitat Valenciana,Pareja en fase de separación,2014,Diciembre,1.0,2.0
515,España,Suicidio consumado,Sí,31-40 años,31-40 años,País Vasco,Pareja,2006,Mayo,1.0,0.0
516,España,Suicidio consumado,Sí,31-40 años,31-40 años,País Vasco,Pareja,2017,Septiembre,1.0,0.0
517,España,Suicidio consumado,Sí,31-40 años,41-50 años,Andalucía,Pareja,2006,Enero,1.0,0.0
518,España,Suicidio consumado,Sí,31-40 años,41-50 años,Andalucía,Pareja,2006,Agosto,1.0,0.0
519,España,Suicidio consumado,Sí,31-40 años,41-50 años,Andalucía,Pareja,2014,Enero,1.0,0.0
520,España,Suicidio consumado,Sí,41-50 años,21-30 años,Andalucía,Pareja,2015,Marzo,1.0,1.0
521,España,Suicidio consumado,Sí,41-50 años,31-40 años,Andalucía,Pareja,2019,Octubre,1.0,1.0
522,España,Suicidio consumado,Sí,41-50 años,31-40 años,Andalucía,Pareja,2023,Mayo,1.0,2.0
523,España,Suicidio consumado,Sí,41-50 años,31-40 años,Canarias,Pareja,2018,Julio,1.0,1.0
524,España,Suicidio consumado,Sí,41-50 años,31-40 años,Cantabria,Pareja,2015,Junio,1.0,2.0
525,España,Suicidio consumado,Sí,41-50 años,31-40 años,Castilla y León,Pareja,2015,Octubre,1.0,3.0
526,España,Suicidio consumado,Sí,41-50 años,31-40 años,Cataluña,Pareja,2015,Enero,1.0,1.0
527,España,Suicidio consumado,Sí,41-50 años,31-40 años,Galicia,Pareja,2014,Agosto,1.0,2.0
528,España,Suicidio consumado,Sí,41-50 años,31-40 años,Región de Murcia,Pareja,2008,Julio,1.0,0.0
529,España,Suicidio consumado,Sí,41-50 años,31-40 años,País Vasco,Pareja en fase de separación,2021,Octubre,1.0,2.0
530,España,Suicidio consumado,Sí,41-50 años,41-50 años,Andalucía,Pareja,2006,Julio,1.0,0.0
531,España,Suicidio consumado,Sí,41-50 años,41-50 años,Andalucía,Pareja,2010,Marzo,1.0,0.0
532,España,Suicidio consumado,Sí,41-50 años,41-50 años,Andalucía,Pareja,2015,Noviembre,1.0,1.0
533,España,Suicidio consumado,Sí,41-50 años,41-50 años,Andalucía,Pareja,2019,Junio,1.0,1.0
534,España,Suicidio consumado,Sí,41-50 años,41-50 años,Andalucía,Pareja,2022,Enero,1.0,0.0
535,España,Suicidio consumado,Sí,41-50 años,41-50 años,Andalucía,Pareja,2022,Agosto,1.0,1.0
536,España,Suicidio consumado,Sí,41-50 años,41-50 años,Andalucía,Pareja en fase de separación,2006,Septiembre,1.0,0.0
537,España,Suicidio consumado,Sí,41-50 años,41-50 años,Castilla-La Mancha,Pareja,2017,Marzo,1.0,0.0
538,España,Suicidio consumado,Sí,41-50 años,41-50 años,Castilla-La Mancha,Pareja en fase de separación,2012,Mayo,1.0,0.0
539,España,Suicidio consumado,Sí,41-50 años,41-50 años,Cataluña,Pareja,2010,Octubre,1.0,0.0
540,España,Suicidio consumado,Sí,41-50 años,41-50 años,Cataluña,Pareja,2014,Agosto,1.0,0.0
541,España,Suicidio consumado,Sí,41-50 años,41-50 años,Cataluña,Pareja,2021,Mayo,1.0,2.0
542,España,Suicidio consumado,Sí,41-50 años,41-50 años,Galicia,Pareja,2019,Marzo,1.0,0.0
543,España,Suicidio consumado,Sí,41-50 años,41-50 años,Comunidad de Madrid,Pareja,2021,Marzo,1.0,0.0
544,España,Suicidio consumado,Sí,51-60 años,21-30 años,Andalucía,Pareja,2015,Diciembre,1.0,1.0
545,España,Suicidio consumado,Sí,51-60 años,21-30 años,Andalucía,Pareja en fase de separación,2015,Noviembre,1.0,0.0
546,España,Suicidio consumado,Sí,51-60 años,31-40 años,Andalucía,Pareja,2011,Diciembre,1.0,0.0
547,España,Suicidio consumado,Sí,51-60 años,31-40 años,Comunidad de Madrid,Pareja en fase de separación,2006,Mayo,1.0,0.0
548,España,Suicidio consumado,Sí,51-60 años,41-50 años,Andalucía,Pareja,2019,Junio,1.0,0.0
549,España,Suicidio consumado,Sí,51-60 años,41-50 años,Andalucía,Pareja,2020,Junio,1.0,0.0
550,España,Suicidio consumado,Sí,51-60 años,41-50 años,Andalucía,Pareja en fase de separación,2022,Julio,1.0,0.0
551,España,Suicidio consumado,Sí,51-60 años,41-50 años,Castilla y León,Pareja en fase de separación,2007,Julio,1.0,0.0
552,España,Suicidio consumado,Sí,51-60 años,41-50 años,Castilla y León,Pareja en fase de separación,2011,Enero,1.0,0.0
553,España,Suicidio consumado,Sí,51-60 años,41-50 años,Cataluña,Pareja,2009,Octubre,1.0,0.0
554,España,Suicidio consumado,Sí,51-60 años,41-50 años,Cataluña,Pareja en fase de separación,2016,Enero,1.0,1.0
555,España,Suicidio consumado,Sí,51-60 años,41-50 años,Comunidad de Madrid,Pareja,2010,Octubre,1.0,0.0
556,España,Suicidio consumado,Sí,51-60 años,41-50 años,Comunidad de Madrid,Pareja,2022,Junio,1.0,1.0
557,España,Suicidio consumado,Sí,51-60 años,51-60 años,Andalucía,Pareja,2008,Marzo,1.0,0.0
558,España,Suicidio consumado,Sí,51-60 años,51-60 años,Andalucía,Pareja,2009,Julio,1.0,0.0
559,España,Suicidio consumado,Sí,51-60 años,51-60 años,Andalucía,Pareja,2012,Abril,1.0,0.0
560,España,Suicidio consumado,Sí,51-60 años,51-60 años,Andalucía,Pareja,2015,Diciembre,1.0,0.0
561,España,Suicidio consumado,Sí,51-60 años,51-60 años,Andalucía,Pareja en fase de separación,2023,Septiembre,1.0,0.0
562,España,Suicidio consumado,Sí,51-60 años,51-60 años,Principado de Asturias,Pareja en fase de separación,2010,Junio,1.0,0.0
563,España,Suicidio consumado,Sí,51-60 años,51-60 años,Castilla y León,Pareja,2010,Abril,1.0,0.0
564,España,Suicidio consumado,Sí,51-60 años,51-60 años,Castilla y León,Pareja,2019,Julio,1.0,0.0
565,España,Suicidio consumado,Sí,51-60 años,51-60 años,Cataluña,Pareja,2021,Mayo,1.0,0.0
566,España,Suicidio consumado,Sí,51-60 años,51-60 años,Comunitat Valenciana,Pareja,2010,Octubre,1.0,0.0
567,España,Suicidio consumado,Sí,51-60 años,51-60 años,Comunitat Valenciana,Pareja,2013,Octubre,1.0,0.0
568,España,Suicidio consumado,Sí,51-60 años,51-60 años,Galicia,Pareja,2008,Noviembre,1.0,0.0
569,España,Suicidio consumado,Sí,51-60 años,51-60 años,País Vasco,Pareja,2021,Febrero,1.0,0.0
570,España,Suicidio consumado,Sí,51-60 años,61-70 años,Castilla-La Mancha,Pareja,2020,Enero,1.0,0.0
571,España,Suicidio consumado,Sí,61-70 años,31-40 años,Castilla y León,Pareja,2021,Junio,1.0,2.0
572,España,Suicidio consumado,Sí,61-70 años,41-50 años,Región de Murcia,Pareja en fase de separación,2009,Julio,1.0,0.0
573,España,Suicidio consumado,Sí,61-70 años,51-60 años,Andalucía,Pareja,2021,Agosto,1.0,0.0
574,España,Suicidio consumado,Sí,61-70 años,51-60 años,Andalucía,Pareja,2023,Octubre,1.0,1.0
575,España,Suicidio consumado,Sí,61-70 años,51-60 años,Andalucía,Pareja en fase de separación,2009,Octubre,1.0,0.0
576,España,Suicidio consumado,Sí,61-70 años,51-60 años,Castilla y León,Pareja,2013,Abril,1.0,0.0
577,España,Suicidio consumado,Sí,61-70 años,51-60 años,Cataluña,Pareja en fase de separación,2016,Diciembre,1.0,0.0
578,España,Suicidio consumado,Sí,61-70 años,51-60 años,Comunitat Valenciana,Pareja,2010,Marzo,1.0,0.0
579,España,Suicidio consumado,Sí,61-70 años,51-60 años,Galicia,Pareja,2008,Diciembre,1.0,0.0
580,España,Suicidio consumado,Sí,61-70 años,51-60 años,Comunidad de Madrid,Pareja,2023,Agosto,1.0,0.0
581,España,Suicidio consumado,Sí,61-70 años,51-60 años,Melilla,Pareja,2014,Marzo,1.0,0.0
582,España,Suicidio consumado,Sí,61-70 años,61-70 años,Andalucía,Pareja,2009,Agosto,1.0,0.0
583,España,Suicidio consumado,Sí,61-70 años,61-70 años,Andalucía,Pareja,2009,Diciembre,1.0,0.0
584,España,Suicidio consumado,Sí,61-70 años,61-70 años,Andalucía,Pareja,2017,Julio,1.0,0.0
585,España,Suicidio consumado,Sí,61-70 años,61-70 años,Aragón,Pareja,2018,Septiembre,1.0,0.0
586,España,Suicidio consumado,Sí,61-70 años,61-70 años,Principado de Asturias,Pareja,2015,Julio,1.0,0.0
587,España,Suicidio consumado,Sí,61-70 años,61-70 años,Cataluña,Pareja,2021,Diciembre,1.0,0.0
588,España,Suicidio consumado,Sí,61-70 años,61-70 años,Galicia,Pareja,2014,Abril,1.0,0.0
589,España,Suicidio consumado,Sí,61-70 años,61-70 años,Comunidad de Madrid,Pareja,2011,Agosto,1.0,0.0
590,España,Suicidio consumado,Sí,61-70 años,61-70 años,País Vasco,Pareja,2012,Noviembre,1.0,0.0
591,España,Suicidio consumado,Sí,71-84 años,61-70 años,Andalucía,Pareja,2013,Abril,1.0,0.0
592,España,Suicidio consumado,Sí,71-84 años,61-70 años,Cataluña,Pareja,2018,Septiembre,1.0,0.0
593,España,Suicidio consumado,Sí,71-84 años,61-70 años,Cataluña,Pareja en fase de separación,2020,Mayo,1.0,0.0
594,España,Suicidio consumado,Sí,71-84 años,61-70 años,Comunitat Valenciana,Pareja,2006,Julio,1.0,0.0
595,España,Suicidio consumado,Sí,71-84 años,61-70 años,Comunitat Valenciana,Pareja,2016,Enero,1.0,0.0
596,España,Suicidio consumado,Sí,71-84 años,61-70 años,Galicia,Pareja,2012,Marzo,1.0,0.0
597,España,Suicidio consumado,Sí,71-84 años,61-70 años,Comunidad de Madrid,Pareja,2019,Marzo,1.0,0.0
598,España,Suicidio consumado,Sí,71-84 años,61-70 años,Región de Murcia,Pareja,2011,Agosto,1.0,0.0
599,España,Suicidio consumado,Sí,71-84 años,71-84 años,Andalucía,Pareja,2006,Septiembre,1.0,0.0
600,España,Suicidio consumado,Sí,71-84 años,71-84 años,Andalucía,Pareja,2012,Mayo,1.0,0.0
601,España,Suicidio consumado,Sí,71-84 años,71-84 años,Andalucía,Pareja,2012,Noviembre,1.0,0.0
602,España,Suicidio consumado,Sí,71-84 años,71-84 años,Andalucía,Pareja,2014,Marzo,1.0,0.0
603,España,Suicidio consumado,Sí,71-84 años,71-84 años,Cataluña,Pareja,2014,Abril,1.0,0.0
604,España,Suicidio consumado,Sí,71-84 años,71-84 años,Comunitat Valenciana,Pareja,2011,Junio,1.0,0.0
605,España,Suicidio consumado,Sí,71-84 años,71-84 años,Comunitat Valenciana,Pareja,2020,Junio,1.0,0.0
606,España,Suicidio consumado,Sí,71-84 años,71-84 años,Galicia,Pareja,2014,Julio,1.0,0.0
607,España,Suicidio consumado,Sí,71-84 años,71-84 años,Galicia,Pareja,2020,Enero,1.0,0.0
608,España,Suicidio consumado,Sí,71-84 años,71-84 años,Comunidad de Madrid,Pareja,2009,Junio,1.0,0.0
609,España,Suicidio consumado,Sí,>=85 años,61-70 años,Illes Balears,Pareja,2011,Enero,1.0,0.0
610,España,Suicidio consumado,Sí,>=85 años,71-84 años,Andalucía,Pareja,2020,Noviembre,1.0,0.0
611,España,Suicidio consumado,Sí,>=85 años,71-84 años,Aragón,Pareja,2018,Diciembre,1.0,0.0
612,España,Suicidio consumado,Sí,>=85 años,71-84 años,Principado de Asturias,Pareja,2006,Diciembre,1.0,0.0
613,España,Suicidio consumado,Sí,>=85 años,71-84 años,Principado de Asturias,Pareja,2013,Agosto,1.0,0.0
614,España,Suicidio consumado,Sí,>=85 años,71-84 años,Principado de Asturias,Pareja,2018,Julio,1.0,0.0
615,España,Suicidio consumado,Sí,>=85 años,71-84 años,Galicia,Pareja,2023,Diciembre,1.0,0.0
616,España,Suicidio consumado,Sí,>=85 años,>=85 años,Comunitat Valenciana,Pareja,2014,Agosto,1.0,0.0
617,España,Suicidio consumado,Sí,31-40 años,31-40 años,Andalucía,Pareja en fase de separación,2023,Agosto,1.0,3.0
618,España,Suicidio consumado,Sí,31-40 años,31-40 años,Castilla y León,Pareja,2022,Septiembre,1.0,2.0
619,España,Suicidio consumado,Sí,41-50 años,31-40 años,Comunitat Valenciana,Pareja,2012,Junio,1.0,0.0
620,España,Suicidio consumado,Sí,41-50 años,41-50 años,Castilla-La Mancha,Pareja en fase de separación,2008,Febrero,1.0,0.0
621,España,Suicidio consumado,Sí,41-50 años,51-60 años,Andalucía,Pareja,2022,Junio,1.0,0.0
622,España,Suicidio consumado,Sí,51-60 años,41-50 años,Extremadura,Pareja en fase de separación,2010,Diciembre,1.0,0.0
623,España,Suicidio consumado,Sí,51-60 años,51-60 años,Andalucía,Pareja,2015,Julio,1.0,0.0
624,España,Suicidio consumado,Sí,51-60 años,51-60 años,Castilla y León,Pareja en fase de separación,2016,Octubre,1.0,0.0
625,España,Suicidio consumado,Sí,51-60 años,51-60 años,Castilla y León,Pareja en fase de separación,2016,Noviembre,1.0,0.0
626,España,Suicidio consumado,Sí,51-60 años,51-60 años,Comunitat Valenciana,Pareja,2014,Enero,1.0,0.0
627,España,Suicidio consumado,Sí,61-70 años,51-60 años,Galicia,Pareja en fase de separación,2012,Noviembre,1.0,0.0
628,España,Suicidio consumado,Sí,61-70 años,61-70 años,Comunitat Valenciana,Pareja en fase de separación,2015,Enero,1.0,0.0
629,España,Suicidio consumado,Sí,21-30 años,21-30 años,Andalucía,Pareja,2005,Enero,1.0,0.0
630,España,Suicidio consumado,Sí,41-50 años,31-40 años,Andalucía,Pareja,2003,Noviembre,1.0,0.0
631,España,Suicidio consumado,Sí,41-50 años,31-40 años,Castilla y León,Pareja,2005,Agosto,1.0,0.0
632,España,Suicidio consumado,Sí,41-50 años,31-40 años,Comunitat Valenciana,Pareja en fase de separación,2005,Noviembre,1.0,0.0
633,España,Suicidio consumado,Sí,41-50 años,41-50 años,Canarias,Pareja,2005,Junio,1.0,0.0
634,España,Suicidio consumado,Sí,51-60 años,31-40 años,Andalucía,Pareja,2003,Marzo,1.0,0.0
635,España,Suicidio consumado,Sí,51-60 años,31-40 años,Cataluña,Pareja,2003,Enero,1.0,0.0
636,España,Suicidio consumado,Sí,51-60 años,41-50 años,Andalucía,Pareja,2003,Noviembre,1.0,0.0
637,España,Suicidio consumado,Sí,51-60 años,41-50 años,Comunitat Valenciana,Pareja en fase de separación,2003,Noviembre,1.0,0.0
638,España,Suicidio consumado,Sí,61-70 años,51-60 años,Canarias,Pareja,2004,Marzo,1.0,0.0
639,España,Suicidio consumado,Sí,71-84 años,71-84 años,Andalucía,Pareja,2003,Enero,1.0,0.0
640,España,Suicidio consumado,Sí,71-84 años,71-84 años,Andalucía,Pareja,2004,Abril,1.0,0.0
641,España,Suicidio consumado,Sí,71-84 años,71-84 años,Andalucía,Pareja,2004,Septiembre,1.0,0.0
642,España,Suicidio consumado,Sí,71-84 años,71-84 años,Andalucía,Pareja,2005,Febrero,1.0,0.0
643,España,Suicidio consumado,Sí,No consta,21-30 años,Región de Murcia,Pareja,2003,Marzo,1.0,0.0
644,España,Suicidio consumado,Sí,No consta,31-40 años,Galicia,Pareja,2003,Mayo,1.0,0.0
645,España,Suicidio consumado,Sí,No consta,41-50 años,Illes Balears,Pareja,2003,Julio,1.0,0.0
646,España,Suicidio consumado,Sí,No consta,71-84 años,Aragón,Pareja,2005,Enero,1.0,0.0
647,España,Suicidio consumado,No,18-20 años,18-20 años,Andalucía,Expareja,2006,Agosto,1.0,0.0
648,España,Suicidio consumado,No,21-30 años,18-20 años,Galicia,Expareja,2011,Mayo,1.0,0.0
649,España,Suicidio consumado,No,21-30 años,21-30 años,Andalucía,Pareja,2018,Mayo,1.0,0.0
650,España,Suicidio consumado,No,31-40 años,<16 años,Castilla-La Mancha,Expareja,2012,Octubre,1.0,0.0
651,España,Suicidio consumado,No,31-40 años,31-40 años,Andalucía,Expareja,2006,Abril,1.0,0.0
652,España,Suicidio consumado,No,31-40 años,31-40 años,Andalucía,Pareja,2008,Octubre,1.0,0.0
653,España,Suicidio consumado,No,31-40 años,31-40 años,Andalucía,Pareja en fase de separación,2009,Febrero,1.0,0.0
654,España,Suicidio consumado,No,31-40 años,31-40 años,Aragón,Expareja,2006,Enero,1.0,0.0
655,España,Suicidio consumado,No,31-40 años,31-40 años,Illes Balears,Expareja,2020,Octubre,1.0,0.0
656,España,Suicidio consumado,No,31-40 años,31-40 años,Galicia,Expareja,2011,Diciembre,1.0,0.0
657,España,Suicidio consumado,No,41-50 años,21-30 años,Cataluña,Expareja,2020,Enero,1.0,0.0
658,España,Suicidio consumado,No,41-50 años,31-40 años,Castilla-La Mancha,Expareja,2007,Enero,1.0,0.0
659,España,Suicidio consumado,No,41-50 años,31-40 años,Cataluña,Expareja,2016,Abril,1.0,1.0
660,España,Suicidio consumado,No,41-50 años,31-40 años,Comunitat Valenciana,Expareja,2013,Enero,1.0,0.0
661,España,Suicidio consumado,No,41-50 años,31-40 años,Región de Murcia,Pareja,2017,Mayo,1.0,1.0
662,España,Suicidio consumado,No,41-50 años,41-50 años,Aragón,Pareja,2019,Enero,1.0,1.0
663,España,Suicidio consumado,No,41-50 años,41-50 años,Illes Balears,Pareja en fase de separación,2014,Junio,1.0,2.0
664,España,Suicidio consumado,No,41-50 años,41-50 años,Castilla-La Mancha,Expareja,2022,Marzo,1.0,0.0
665,España,Suicidio consumado,No,41-50 años,41-50 años,Castilla-La Mancha,Expareja,2022,Mayo,1.0,1.0
666,España,Suicidio consumado,No,41-50 años,41-50 años,Cataluña,Pareja,2007,Marzo,1.0,0.0
667,España,Suicidio consumado,No,41-50 años,41-50 años,Región de Murcia,Expareja,2017,Agosto,1.0,0.0
668,España,Suicidio consumado,No,41-50 años,41-50 años,País Vasco,Expareja,2023,Mayo,1.0,1.0
669,España,Suicidio consumado,No,41-50 años,51-60 años,Andalucía,Expareja,2013,Mayo,1.0,0.0
670,España,Suicidio consumado,No,41-50 años,51-60 años,Galicia,Expareja,2017,Febrero,1.0,1.0
671,España,Suicidio consumado,No,51-60 años,31-40 años,Comunitat Valenciana,Expareja,2023,Julio,1.0,3.0
672,España,Suicidio consumado,No,51-60 años,41-50 años,Andalucía,Pareja en fase de separación,2015,Agosto,1.0,0.0
673,España,Suicidio consumado,No,51-60 años,41-50 años,Galicia,Pareja en fase de separación,2018,Junio,1.0,0.0
674,España,Suicidio consumado,No,51-60 años,51-60 años,Canarias,Expareja,2019,Agosto,1.0,0.0
675,España,Suicidio consumado,No,51-60 años,51-60 años,Castilla y León,Expareja,2008,Febrero,1.0,0.0
676,España,Suicidio consumado,No,51-60 años,51-60 años,Castilla y León,Pareja,2010,Marzo,1.0,0.0
677,España,Suicidio consumado,No,61-70 años,51-60 años,Andalucía,Pareja en fase de separación,2010,Julio,1.0,0.0
678,España,Suicidio consumado,No,61-70 años,51-60 años,Comunitat Valenciana,Expareja,2023,Agosto,1.0,0.0
679,España,Suicidio consumado,No,61-70 años,51-60 años,Comunidad de Madrid,Expareja,2021,Junio,1.0,0.0
680,España,Suicidio consumado,No,61-70 años,61-70 años,Andalucía,Expareja,2013,Noviembre,1.0,0.0
681,España,Suicidio consumado,No,71-84 años,41-50 años,Región de Murcia,Expareja,2008,Noviembre,1.0,0.0
682,España,Suicidio consumado,No,No consta,21-30 años,Andalucía,Expareja,2006,Enero,1.0,0.0
683,España,Suicidio consumado,No,21-30 años,18-20 años,Comunitat Valenciana,Expareja,2017,Diciembre,1.0,0.0
684,España,Suicidio consumado,No,31-40 años,21-30 años,Castilla-La Mancha,Expareja,2013,Febrero,1.0,1.0
685,España,Suicidio consumado,No,31-40 años,21-30 años,Comunitat Valenciana,Expareja,2017,Noviembre,1.0,1.0
686,España,Suicidio consumado,No,31-40 años,31-40 años,Canarias,Expareja,2009,Mayo,1.0,0.0
687,España,Suicidio consumado,No,31-40 años,31-40 años,Castilla-La Mancha,Expareja,2008,Abril,1.0,0.0
688,España,Suicidio consumado,No,31-40 años,31-40 años,Cataluña,Pareja en fase de separación,2008,Diciembre,1.0,0.0
689,España,Suicidio consumado,No,41-50 años,31-40 años,Aragón,Expareja,2016,Febrero,1.0,1.0
690,España,Suicidio consumado,No,41-50 años,41-50 años,Andalucía,Pareja en fase de separación,2008,Octubre,1.0,0.0
691,España,Suicidio consumado,No,41-50 años,41-50 años,Canarias,Expareja,2012,Julio,1.0,0.0
692,España,Suicidio consumado,No,41-50 años,41-50 años,Cataluña,Expareja,2014,Noviembre,1.0,3.0
693,España,Suicidio consumado,No,41-50 años,41-50 años,Galicia,Expareja,2012,Diciembre,1.0,0.0
694,España,Suicidio consumado,No,41-50 años,41-50 años,Galicia,Expareja,2023,Junio,1.0,0.0
695,España,Suicidio consumado,No,41-50 años,41-50 años,Galicia,Pareja en fase de separación,2019,Julio,1.0,0.0
696,España,Suicidio consumado,No,51-60 años,41-50 años,Cataluña,Pareja en fase de separación,2018,Octubre,1.0,0.0
697,España,Suicidio consumado,No,51-60 años,51-60 años,Castilla y León,Pareja en fase de separación,2014,Junio,1.0,0.0
698,España,Suicidio consumado,No,18-20 años,<16 años,Cataluña,Pareja,2004,Mayo,1.0,0.0
699,España,Suicidio consumado,No,21-30 años,18-20 años,Andalucía,Pareja,2004,Mayo,1.0,0.0
700,España,Suicidio consumado,No,21-30 años,21-30 años,Comunidad Foral de Navarra,Expareja,2005,Febrero,1.0,0.0
701,España,Suicidio consumado,No,31-40 años,21-30 años,Comunitat Valenciana,Expareja,2003,Septiembre,1.0,0.0
702,España,Suicidio consumado,No,41-50 años,31-40 años,Canarias,Expareja,2005,Septiembre,1.0,0.0
703,España,Suicidio consumado,No,51-60 años,51-60 años,Castilla-La Mancha,Expareja,2005,Enero,1.0,0.0
704,España,Suicidio consumado,No,61-70 años,51-60 años,Comunidad Foral de Navarra,Expareja,2004,Junio,1.0,0.0
705,España,Suicidio consumado,No,No consta,21-30 años,Andalucía,Expareja,2003,Noviembre,1.0,0.0
706,España,Suicidio consumado,No,No consta,41-50 años,Castilla y León,Expareja,2003,Junio,1.0,0.0
707,España,Suicidio consumado,No consta,41-50 años,31-40 años,Canarias,Pareja en fase de separación,2019,Mayo,1.0,1.0
708,España,Suicidio consumado,No consta,41-50 años,41-50 años,Canarias,Expareja,2019,Septiembre,1.0,0.0
709,España,Suicidio consumado,No consta,51-60 años,41-50 años,Andalucía,Expareja,2021,Julio,1.0,0.0
710,España,Suicidio consumado,No consta,51-60 años,41-50 años,Andalucía,Pareja,2020,Febrero,1.0,2.0
711,España,Suicidio consumado,No consta,61-70 años,41-50 años,Andalucía,Pareja,2019,Julio,1.0,0.0
712,España,Suicidio consumado,No consta,51-60 años,51-60 años,Comunitat Valenciana,Pareja en fase de separación,2021,Mayo,1.0,0.0
713,España,Tentativa no consumada,Sí,21-30 años,21-30 años,Cataluña,Pareja en fase de separación,2020,Enero,1.0,0.0
714,España,Tentativa no consumada,Sí,21-30 años,21-30 años,Comunitat Valenciana,Pareja en fase de separación,2022,Octubre,1.0,0.0
715,España,Tentativa no consumada,Sí,31-40 años,21-30 años,Cataluña,Pareja,2006,Octubre,1.0,0.0
716,España,Tentativa no consumada,Sí,31-40 años,31-40 años,Andalucía,Pareja,2010,Junio,1.0,0.0
717,España,Tentativa no consumada,Sí,31-40 años,31-40 años,Andalucía,Pareja en fase de separación,2006,Febrero,1.0,0.0
718,España,Tentativa no consumada,Sí,31-40 años,31-40 años,Andalucía,Pareja en fase de separación,2017,Abril,1.0,1.0
719,España,Tentativa no consumada,Sí,31-40 años,31-40 años,Castilla-La Mancha,Pareja,2017,Diciembre,1.0,3.0
720,España,Tentativa no consumada,Sí,31-40 años,31-40 años,Cataluña,Pareja,2010,Marzo,1.0,0.0
721,España,Tentativa no consumada,Sí,31-40 años,41-50 años,Cantabria,Pareja,2007,Mayo,1.0,0.0
722,España,Tentativa no consumada,Sí,31-40 años,41-50 años,Cataluña,Pareja,2010,Diciembre,1.0,0.0
723,España,Tentativa no consumada,Sí,31-40 años,41-50 años,Cataluña,Pareja,2019,Abril,1.0,1.0
